@relation tweets-sentimientos-consistentes-español
@attribute 'tweetid' numeric
@attribute 'user' string
@attribute 'content' string
@attribute 'date' date
@attribute 'lang' { 'es', 'unknown'}
@attribute 'value' { 'O', 'E', 'P', 'n+', 'p+', 'N'}
@attribute 'type' { 'AGREEMENT', 'DISAGREEMENT'}
@data
143448893428998145,'mjguemes','"Una entrevista es un punto intermedio entre una sesión de psicoanálisis y un concurso. A veces no tengo respuestas" Fellini','2011-12-04T22:57:36',es,'O','AGREEMENT'
143452437305495552,'iescolar','En el blog: Lágrimas tecnócratas http://t.co/Y7K9awBr','2011-12-04T23:11:40',es,'N','AGREEMENT'
143458158097076224,'alfonsomerlos','"Los ministros d @marianorajoy : fin de la ineptocracia" @Semanaldigital @PPopular http://t.co/PrsX6XAN','2011-12-04T23:34:24',es,'N','AGREEMENT'
143461111788867584,'iescolar','Portada de Público de mañana: Urdangarin SA. Dentro, la lista de las 103 entidades que pagaron a Nóos http://t.co/BP1Bfcl6','2011-12-04T23:46:09',es,'N','AGREEMENT'
143569425671528449,'Carlos_Latre','A por @crackoviadeTV3 !!;)) buenos días queridos twiteros!!;))','2011-12-05T06:56:33',es,'P','AGREEMENT'
143580586752229377,'enrique305','Gracias Venezuela!!! http://t.co/UdCRaDkY','2011-12-05T07:40:54',es,'p+','AGREEMENT'
143582635455811586,'pedroj_ramirez','Bdías, Elisabeth. Estoy muy orgulloso de que EM haya localizado en un remoto lugar de Rumania al testigo que no acudió al juicio.','2011-12-05T07:49:02',es,'p+','AGREEMENT'
143585437393485825,'ccifuentes','¿Cómo se explica que miles de españoles se ausenten en masa del trabajo durante el "puente", mientras en España hay 5 millones de parados?','2011-12-05T08:00:10',es,'n+','AGREEMENT'
143591708486148097,'Albert_Rivera','Mas es presidente autonómico porque tenemos autogobierno gracias a la Constitución,pero ni la cumple ni la hace cumplir #fueradelaley','2011-12-05T08:25:05',es,'N','AGREEMENT'
143617992159272960,'Tonicanto1','Sobre "accidentes"... RT @santigonzalez10 Él había llegado antes http://t.co/yQjNqebS','2011-12-05T10:09:32',es,'N','AGREEMENT'
143631452465143808,'alfonsomerlos','http://t.co/ewFMZ5fc Una lectura de lo que ha ocurrido este fin d semana en #Rusia con #Putin y su partido en @LARAZON_es','2011-12-05T11:03:01',es,'O','AGREEMENT'
143643482240720896,'mariviromero','Dani García recoge en un libro 50 tapas para acercar la cocina a la sociedad http://t.co/Se4fAB9z','2011-12-05T11:50:49',es,'P','AGREEMENT'
143643991743803392,'mariviromero','El voluntariado invisible http://t.co/CD64WfZF #DiaDelVoluntariado','2011-12-05T11:52:51',es,'O','AGREEMENT'
143645176269783040,'anabelenroy_tve','El gobierno chino cree que el país "no está preparado" para protestas sociales - http://t.co/tyMt3Omq','2011-12-05T11:57:33',es,'N','AGREEMENT'
143655052446404608,'Tonicanto1','En el Congreso. Entregando el Acta y haciendo todo el papeleo. Luego os cuento como queda la cosa!','2011-12-05T12:36:48',es,'O','AGREEMENT'
143679075666493441,'riverakiko','Que vistas tiene mi amigo @DjDiMartino  desde su casa en almeria! Y esta tarde y esta noche con el en discoteca caramelo','2011-12-05T14:12:15',es,'O','AGREEMENT'
143689395797626881,'Joss682008','UpyD y Amaiur recurriran a la justicia si no logran grupo. La justicia ya dió todo el poder a la mesa del congreso en caso similar.','2011-12-05T14:53:16',es,'N','AGREEMENT'
143696388260237312,'alfonsomerlos','Hoy abordaremos en @13tv_aldia @13television la gestión privada de los hospitales públicos. ¿qué ganamos los ciudadanos? ¿qué perdemos?','2011-12-05T15:21:03',es,'E','AGREEMENT'
143703943103528960,'mariviromero','Sin Miedo by Rosana, from #SoundHound http://t.co/pl93OEFG','2011-12-05T15:51:04',es,'O','AGREEMENT'
143710718833852416,'iescolar','Y mientras tanto, el verdadero problema se agrava año tras año http://t.co/J4stXBl8','2011-12-05T16:18:00',es,'n+','AGREEMENT'
143712322496630784,'mjguemes','El sector del lujo cierra el ejercicio con un 25% más de beneficios. ¿Quién sufre la crisis? Pues eso...','2011-12-05T16:24:22',es,'E','DISAGREEMENT'
143713822115504128,'estherpalomera','Que bonito despliegue de seguridad en alfonso XII. Contravigilancia en toda la manzana. Y no es nadie del Gobierno!!!!','2011-12-05T16:30:19',es,'p+','AGREEMENT'
143716894099259392,'periodistas21','Uno de los desafíos del periodismo. Encontrar su sitio para no perder la vigilancia del poder via @Clarin_com http://t.co/vgpQHJvs','2011-12-05T16:42:32',es,'P','AGREEMENT'
143727355997851648,'antoniosanz','El @ppandaluz no aceptará el caramelo de una presidencia de dos años en la FAMP si no hay refundación http://t.co/tAgF97e6  @europapress_es','2011-12-05T17:24:06',es,'N','AGREEMENT'
143731999457292288,'PauladeLasHeras','Sí, raritos q somos...  "Si yo fuera España y se tratara de elegir entre 2 o 3 años de caos y 20 o 30 en la miseria..." http://t.co/69OM6a3R','2011-12-05T17:42:33',es,'N','AGREEMENT'
143737549490372608,'paurubio','RT @PerezHilton @paurubio Que triste es esto, Pau! http://t.co/ZKF4LZOH @JonahMowryReal &lt;3! http://t.co/HBdZNwj5','2011-12-05T18:04:36',es,'N','DISAGREEMENT'
143750000407625728,'nacho_uriarte','En estos días de traspaso de poderes os recomiendo seguir a 3 personas claves en el proceso @sorayapp @jlayllon y @fatimabanez entre otros','2011-12-05T18:54:05',es,'O','AGREEMENT'
143764315495862272,'RodrigoBlazquez','Detienen a dos sospechosos por secuestro cooperantes españoles en Tinduf. Intentaron venderlos a AQMI. http://t.co/kkOrMmiw V @plazaro67','2011-12-05T19:50:58',es,'N','AGREEMENT'
143767817613885440,'Albert_Rivera','#ICanAdmit , #elcomecocos10 , Merkel y Sarkozy y #cuatrotuiteros , los TT esta tarde en España','2011-12-05T20:04:53',es,'O','AGREEMENT'
143770811671646208,'Joss682008','El @PPopular no descarta otra ronda de reuniones con ministerios para traspaso de poderes, después de recibir información pedida al gobierno','2011-12-05T20:16:47',es,'O','AGREEMENT'
143783103729631232,'JAMonago','Toda suya “@juliosandreu: Sí Sr. La he grabado. Un saludo desde el otro lado, jeje, ( de España ). Buena tarde.”','2011-12-05T21:05:37',es,'p+','AGREEMENT'
143793465787039744,'JuanraLucas','Y hable con el corazón de los afectos Y en esas cosas la Justicia habla idiomas diferentes. Insisto, dusculpad, pero volvería a hacerlo.','2011-12-05T21:46:48',es,'O','AGREEMENT'
143798628799102977,'JuanraLucas','Entiendo los unfollow. Aceptar el desconcierto. Y hasta reconocer errores. Pero creo fuera de lugar anunciar venganza radiofónica. Eso no','2011-12-05T22:07:19',es,'P','AGREEMENT'
143800453224861696,'mariviromero',';-)))) RT @CarlosSerrato82: #FW para @mariviromero y mucha suerte con tu primera entrevista aquí. El hastag es #YNTERVIUMarivi','2011-12-05T22:14:34',es,'p+','AGREEMENT'
143801624400363520,'PilarGGranja','"España gasta mas en sanidad que tofo el presupuesto en sanidad" Núñez Feijoo en @Gato_directo','2011-12-05T22:19:13',es,'n+','AGREEMENT'
143801990751858688,'mariviromero','A las 22.30 mi primera entrevista en directo en Twitter. Si Quieres seguirla busca el hastag #YnterviuMarivi l http://t.co/FVXISuNy','2011-12-05T22:20:40',es,'P','AGREEMENT'
143808378119004160,'AlejandroSanz','Feliz dia del voluntario... Los hËroes anónimos... Los del sacrificia por eleccion propia. Gracias por tanto.','2011-12-05T22:46:03',es,'p+','AGREEMENT'
143810044188823552,'mariviromero','Gracias RT @Pepemaras: #YNTERVIUMARIVI Interesante la entrevista de @mariviromero Nuevas herramientas: nuevas formas de comunicar','2011-12-05T22:52:41',es,'p+','AGREEMENT'
143814203675906048,'mariviromero','Gracias a ti Paco RT @pacorengel: #YNTERVIUMARIVI @mariviromero Muchísimas gracias. Un beso. La cuelgo en un ratito en http://t.co/yK7PeIva','2011-12-05T23:09:12',es,'p+','AGREEMENT'
143815421844398080,'byuste','Aunque en menor medida, también lo son muchas que no son madres ;) @ejoana: Supermujeres. Gran post de @virginiapalonso http://t.co/SUTdmagF','2011-12-05T23:14:03',es,'p+','AGREEMENT'
143818232397185024,'carmenmorodo','Una vez q ha hablado el protectorado franco-alemán la Europa a 2 o 3 velocidades está hecha: ahora falta ver dónde queda España','2011-12-05T23:25:13',es,'N','AGREEMENT'
143822866931130368,'SalomeGa','Impresionante! Enhorabuena a @enpiedeguerra y un beso a @chiquiesteban : Percebeiros, de David Beriain, a por el Goya! http://t.co/cP7Ae8Sn','2011-12-05T23:43:38',es,'p+','AGREEMENT'
143837923459084288,'AlexdelaIglesia','Sorgiñas, culebras. Cabrones negros de barba larga.','2011-12-06T00:43:27',es,'N','AGREEMENT'
143846069267214337,'alfonsomerlos','... enough today... la semana es larga, y seguramente más apasionante de lo recomendable.....','2011-12-06T01:15:50',es,'p+','AGREEMENT'
143848339530723328,'RV1805','Me voy a leer un rato Un día más con vida de Ryszard #Kapuscinscki. Gran descubrimiento del reportero polaco. ;) http://t.co/cnha2Jy6','2011-12-06T01:24:51',es,'P','AGREEMENT'
143853705484177411,'AlexdelaIglesia','Disculpad la vehemencia. Pienso en ello para una peli.','2011-12-06T01:46:10',es,'O','AGREEMENT'
143885981412630529,'shakira','Despegando ya...que lindo mi pais, que linda mi gente!! --Shak','2011-12-06T03:54:25',es,'p+','AGREEMENT'
143891342517481472,'AlejandroSanz','SyntekNosa pax ahora actuando. Claaro que si. http://t.co/eBzWtsgc','2011-12-06T04:15:44',es,'O','AGREEMENT'
143952582036037632,'carmenmorodo','Bono celebra su última fiesta en el Congreso y la pregunta es si habrá un Viva España! Con @JuanraLucas y en RNE, para arrancar.','2011-12-06T08:19:04',es,'P','AGREEMENT'
143954158037385217,'Albert_Rivera','Triste RT @JosepLLuisCerro: RT @skalistrao: "Papá, ¿nosotros qué somos: catalanes o fachas?" :: Barcelona :: Cataluña: http://t.co/7WAkfXUO','2011-12-06T08:25:20',es,'N','AGREEMENT'
143977788825808896,'carlosdavidgf','Extorsión mafiosa; por Carlos García - en  http://t.co/dBb5qOyt vía @larazon_es','2011-12-06T09:59:14',es,'N','AGREEMENT'
143981851952955392,'GFVara','No sé de que se sorprenden algunos. El PP presenta unos presupuestos tarde, sin negociar, cargándose la universidad, recortando derechos...','2011-12-06T10:15:23',es,'N','AGREEMENT'
143983266272247808,'carlos__alsina','¿Se plantea Rajoy subir el IVA? http://t.co/G7yi7v96','2011-12-06T10:21:00',es,'n+','AGREEMENT'
143983384643911680,'rafam_simancas','¡Constitución, Constitución!, ¡Cuántos viajes y comidas gratis se han dado en tu nombre!, feliz día.','2011-12-06T10:21:28',es,'n+','AGREEMENT'
143986601884778496,'AlexdelaIglesia','Buenos días. El hastag debería ser #cincotuiteros, porque yo soy uno de ellos. #cuatrotuiteros','2011-12-06T10:34:15',es,'O','AGREEMENT'
143987608870060032,'Carlos_Latre','BUENOS DÍAS PARTY TIME!!!','2011-12-06T10:38:15',es,'P','AGREEMENT'
143992574116499456,'mariviromero','Hoy en el Día de la Constitución me acuerdo como cada día de los millones de personas bajo en umbral de la pobreza #vivalaconstitucion','2011-12-06T10:57:59',es,'N','AGREEMENT'
143995497928073216,'GLlamazares','Monti dice que no cobrará como primer ministro. Demagogia populista para hacer tragar el ricino de los recortes. La aristocracia financiera','2011-12-06T11:09:36',es,'n+','AGREEMENT'
144001153846353920,'emontanes','El «vuelva usted mañana», pero por mail - ABC.es http://t.co/N2n4PUux via @abc_es','2011-12-06T11:32:05',es,'O','AGREEMENT'
144001369534238720,'iescolar','Rubalcaba responde a Ridao en El País http://t.co/6kU2KW8T El artículo del que habla es éste http://t.co/8Z9P0MLG   // vía @Guerraeterna','2011-12-06T11:32:56',es,'O','AGREEMENT'
144005115106439169,'sonsolesonega','Chacón confía en la democracia interna de los partidos.. Día de la Constitución. #Congreso','2011-12-06T11:47:49',es,'p+','AGREEMENT'
144011410857410561,'RodrigoBlazquez','.@marianorajoy #congreso: Primera ley será desarrollo reforma constitución xra garantizar estabilidad presupuestaria. Lo dirá #ZP n Bruselas','2011-12-06T12:12:50',es,'P','AGREEMENT'
144012076824793089,'Albert_Rivera','Diferentes ciudadanos leen artículos d la constitución en el acto de @Ciutadans_Cs en la Ciutadella http://t.co/fDz9qR8i','2011-12-06T12:15:29',es,'O','AGREEMENT'
144013467798614016,'nacho_uriarte','Empieza el acto de homenaje a la Constitución con el próximo Presidente del Gobierno. #vivalaconstitucion  http://t.co/gRTAQmVu','2011-12-06T12:21:01',es,'p+','AGREEMENT'
144016948617949185,'LosadaPescador','Gallardon habla amigablemente con Zapatero, Guerra con Alonso, Pepiño recibe el cariño de periodistas amigos','2011-12-06T12:34:50',es,'p+','AGREEMENT'
144028652869402624,'VicenteVallesTV','¿Por qué será que hoy parecía haber más gente en la recepción oficial del aniversario de la Constitución?','2011-12-06T13:21:21',es,'O','AGREEMENT'
144033191601246208,'DavilaGaceta','Otro enchufado más antes de que se vaya ZP http://t.co/Jb983lka','2011-12-06T13:39:23',es,'N','AGREEMENT'
144037972180865024,'RodrigoBlazquez','Corrillo Rajoy: Los tengo [a los ministros] en la cabeza pero no he hablado de nada con nadie. ¿Sorpresas? Soy razonablemente previsible.','2011-12-06T13:58:23',es,'E','AGREEMENT'
144037993211105280,'Albert_Rivera','Las instituciones deberían hacer dl día d l Constitución 1 fiesta cívica d todos,destacando valores democráticos y no 1 acto para políticos','2011-12-06T13:58:28',es,'p+','AGREEMENT'
144038375844888576,'Albert_Rivera','En alguna CA como Cataluña ni siquiera hay acto institucional en un día como hoy.No interesa recordar #LaConstitucionquenosUne','2011-12-06T13:59:59',es,'N','AGREEMENT'
144039496021843968,'Cepeda','Conference Robert Steele en GlobalChase UNED. Estrategias de Inteligencia ante las amenazas económicas globales http://t.co/5MPqb1Ve','2011-12-06T14:04:26',es,'O','AGREEMENT'
144059183950606337,'isadedios','Dios mío, es tan real que da miedo... ¡ánimo mamás trabajadora, nosotras podemos!!! Supermujeres http://t.co/8Ogbj0HR','2011-12-06T15:22:40',es,'p+','AGREEMENT'
144063766248685568,'mariviromero','Menos palabras y mas hechos....Inauguración con tirón de orejas. SUR.es http://t.co/6f4100iV','2011-12-06T15:40:53',es,'O','AGREEMENT'
144071155320487936,'mariviromero','........ ya ya......Griñán ve "imposible" ser imputado en el caso ERE http://t.co/BQaNiwnQ','2011-12-06T16:10:14',es,'n+','AGREEMENT'
144075611776884736,'mariviromero','Gracias por seguirme @RodolfoTesone ;-))','2011-12-06T16:27:57',es,'p+','AGREEMENT'
144078704937680897,'mariviromero','Yo ya me he inscrito  #FotosyTuits06!  http://t.co/cxUM10fU vía @amiando','2011-12-06T16:40:14',es,'O','AGREEMENT'
144080307262472192,'riverakiko','Una vez me dijo un amigo hace daño quien puede y no quien quiere...que razon tenia!!! Seguire aqui por esas 248.315 personas que me quereis!','2011-12-06T16:46:36',es,'E','DISAGREEMENT'
144094237338767363,'pedroj_ramirez','Y ahí va el editorial. RT por favor. CÃ³mo pasar en el 11-M de impostor a testigo de cargo  http://t.co/gzxljuIl','2011-12-06T17:41:57',es,'N','AGREEMENT'
144106014541758464,'emontanes','Rajoy, 3-1 para el Madrid; Zapatero para «su» Barça y Rubalcaba evita «mojarse» - ABC.es http://t.co/LxBXidLx via @abc_es','2011-12-06T18:28:45',es,'O','AGREEMENT'
144121476843438080,'Buenafuente','A ver... Se aclara lo de las entradas o qué???. Aquí los actores esperando. #terratpack http://t.co/xVRFKJdp','2011-12-06T19:30:12',es,'P','AGREEMENT'
144130433943220225,'mariviromero','El Museo de la Cueva de Nerja abre con una previsión de 100.000 visitas al año http://t.co/VsmSAnJJ','2011-12-06T20:05:47',es,'p+','AGREEMENT'
144148268484542465,'iescolar','El día en que Merkel dejó de ser socialista, por @basteiro  http://t.co/d8maTpKo','2011-12-06T21:16:40',es,'O','AGREEMENT'
144158414216503297,'sanchezcastejon','“@lhermoso_: 17 periodistas han sido asesinados durante el último año en Honduras: http://t.co/AEbCvvZZ”','2011-12-06T21:56:58',es,'n+','AGREEMENT'
144160529227849728,'PaulaVazquezTV','Ahora si que me despido! a lavar los piños y ¨pa¨ la cama! Hola @lucia_miguel un beso de buenas noches para ti, que veo que acabas de llegar','2011-12-06T22:05:23',es,'P','AGREEMENT'
144161681256353792,'PilarGGranja','Tu q sabes seguro q me has entendido  @antoniocamunas :)','2011-12-06T22:09:57',es,'p+','AGREEMENT'
144174878495473664,'CarmenRiolobos','Merkel y Sarkozy se rinden a los encantos del presidente Rajoy http://t.co/b79seDyj vía @Semanaldigital','2011-12-06T23:02:24',es,'p+','AGREEMENT'
144183328688443392,'Albert_Rivera','RT @nurvaca: Sr. Mas, no garantizar una sanidad publica de calidad universal es anticonstitucional ,por eso no celebra dia  constitucion?','2011-12-06T23:35:59',es,'N','AGREEMENT'
144199308588228609,'LosadaPescador','la noticia es la q he contado en el @TelediarioInter Un alto cargo del PSOE declarara como testigo ante la juez del 11m antes de Navidad.','2011-12-07T00:39:28',es,'O','AGREEMENT'
144292454085046272,'sevillajordi','Buenos días. Sin Presidente del Gobierno pleno y sin verdadero líder d la oposición, los partidos se ponen d acuerdo. Luego es posible!','2011-12-07T06:49:36',es,'n+','AGREEMENT'
144304744582754305,'SSantiagosegura','A los güenos días.','2011-12-07T07:38:26',es,'O','AGREEMENT'
144317421958856704,'carmenmorodo','Nadie le cree, pero jura y perjura q sí, q deja la política y se va a Walt Disney. Los corrillos del Congreso con @susannagriso','2011-12-07T08:28:49',es,'O','AGREEMENT'
144326923579953152,'sanchezcastejon','Europa se construye recortando Estado del Bienestar? Austeridad si, pero inteligente: Estado del Bienestar moderno e inversión cree empleo','2011-12-07T09:06:34',es,'N','AGREEMENT'
144343897643032576,'RV1805','#Bdías!! vaya tiempo que hace hoy: niebla, que parece que estamos en la boca del lobo, y frío, mucho frío. Apetece algo calentido pal cuerpo','2011-12-07T10:14:01',es,'n+','AGREEMENT'
144348610153287680,'Albert_Rivera','Buenos días,os adjunto mi columna hoy en @abc_es sobre la necesidad d una reforma constitucional http://t.co/xxg5WzUk','2011-12-07T10:32:45',es,'P','AGREEMENT'
144354084403691521,'carlos__alsina','De dónde saldrá el dinero para el banco malo de Rajoy, según el WSJ.  http://t.co/hn1cffmm','2011-12-07T10:54:30',es,'N','AGREEMENT'
144357274918457344,'mariviromero','A vosotros RT @TuDNIe: Gracias Marivi RT @mariviromero Me encanta ver por aqui a @TuDNIe ;-))','2011-12-07T11:07:11',es,'p+','AGREEMENT'
144368124202987520,'Tonicanto1','Sobre una amiga y compañera de partido... http://t.co/DIdNQLdJ','2011-12-07T11:50:17',es,'P','AGREEMENT'
144383613956390913,'jesusmarana','Interesante análisis de @iurquizu sobre los retos del socialismo. http://t.co/KMWhgzqd','2011-12-07T12:51:50',es,'p+','AGREEMENT'
144396048767533056,'mariviromero','La aventura de dibujar Málaga http://t.co/vIyo2tt1','2011-12-07T13:41:15',es,'O','AGREEMENT'
